n_Length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_AtSign,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,n_redirection,label
82,2,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
90,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,3,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,5,4,0,8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
42,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,3,1,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1
100,3,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
56,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
42,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
66,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
32,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,2,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
185,4,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
85,3,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
123,2,2,0,6,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1
106,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,4,0,1,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
223,1,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,4,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,2,2,4,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
39,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
144,5,2,0,6,2,5,0,3,0,0,0,0,0,0,0,0,1,0,1
79,3,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,6,1,0,6,2,6,1,4,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,3,11,0,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
32,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
90,3,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1
136,4,1,3,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1
18,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
49,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
117,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,18,2,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
96,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,1,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
39,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,3,1,5,7,1,3,0,2,0,0,0,0,0,0,0,0,10,0,1
31,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
190,2,0,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
119,3,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1
67,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,3,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
32,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
27,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,5,2,1,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
108,2,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
114,4,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,2,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
74,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
41,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,4,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
27,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
48,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,3,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
42,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
21,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
135,9,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
30,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,6,5,0,7,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1
50,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,2,2,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
427,3,13,5,7,1,5,0,4,0,0,0,0,0,0,0,0,0,2,1
72,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,1,0,0,5,0,6,0,6,0,0,0,0,0,0,0,0,0,0,1
39,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,3,1,4,7,1,3,0,2,0,0,0,0,0,0,0,0,9,0,1
75,3,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
76,4,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
36,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
39,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
68,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
176,3,10,10,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
30,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
73,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
466,4,8,6,8,1,17,0,16,0,0,0,0,0,0,0,0,0,3,1
149,5,4,0,7,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1
93,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,5,5,0,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
115,4,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
195,2,1,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
25,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
77,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
195,4,0,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
48,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,4,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
133,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,2,1,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
79,5,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,3,9,4,9,1,5,0,4,0,0,0,0,0,0,0,0,3,1,1
23,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,4,0,1,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
154,2,1,3,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
37,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,8,4,0,7,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1
234,3,1,1,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
54,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,2,1,1,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
55,2,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
54,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,2,2,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
167,1,0,7,3,1,8,0,7,0,0,0,0,0,0,0,0,0,0,1
42,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1
51,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,4,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
112,3,1,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
33,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,3,0,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
82,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,6,2,3,7,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1
37,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
113,2,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
269,2,1,1,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
91,2,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,4,0,1,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,2,3,0,11,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1
112,2,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
150,3,3,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
87,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
122,4,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,4,1,7,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
52,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,3,1,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
60,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,2,0,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
50,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,4,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
209,3,1,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
37,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,3,2,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
37,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,4,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
35,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
299,16,0,0,6,2,7,0,11,0,0,0,0,0,0,0,0,0,0,1
42,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
43,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,4,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
135,2,2,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
99,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
47,3,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,2,0,0,4,0,0,0,1,0,0,0,0,0,1,0,3,7,0,1
161,6,9,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1
109,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
38,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,3,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
32,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,2,2,2,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
47,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
118,3,1,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
55,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,2,0,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
63,3,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
49,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
188,2,2,0,8,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1
54,3,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
53,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,1,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1
70,2,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,4,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
36,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,7,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1
45,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,3,4,4,10,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1
27,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,3,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,9,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,5,0,1
45,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
41,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,1,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,4,0,1,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
108,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,2,1,1,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
43,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
